Id,Source,Sink,Label,Jacard_similarity,Reciprocated,Same_Follows,Same_Followers,Following_followers,Followers_following
1411,68601,4772701,True,0.011904761904761904,0,0,2,1,0
5256,828995,4589996,True,0.023668639053254437,0,12,5,15,0
12234,3584579,1105301,False,0.0,0,0,0,0,0
12675,3410184,2142682,False,5.7155921353452216e-05,0,0,1,1,0
14841,728651,24293,False,0.018518518518518517,0,0,6,1,0
18075,1658132,4568956,False,0.00012955605458628432,0,0,3,3,0
4841,1489738,4010703,True,0.013908205841446454,1,7,5,2,6
12821,2868440,1190608,False,0.0,0,0,0,0,0
8902,2360543,4671066,True,0.0,0,0,0,0,0
9304,1035705,3818279,True,0.02,0,0,9,9,0
17424,3770847,2361692,False,0.0,0,0,0,0,0
15728,4073254,613143,False,0.0,0,0,0,0,0
14561,2309649,1306816,False,0.005037783375314861,0,0,6,5,0
12287,257342,4443168,False,0.0,0,0,5,0,0
12662,80650,1307945,False,0.0,0,0,0,0,0
5309,2506968,662065,True,0.00980392156862745,0,0,4,4,0
2630,4001628,2120714,True,0.0015384615384615385,0,0,0,1,0
15802,3868703,2852477,False,0.0,0,0,0,0,0
8950,176923,3060044,True,0.0,0,0,0,0,0
15153,3165796,1432209,False,0.003067484662576687,0,0,1,1,0
8233,855004,1887634,True,0.03773584905660377,0,0,4,4,0
1565,2950467,1875305,True,0.012487992315081652,1,12,5,3,6
18705,1045972,1865592,False,0.0,0,0,0,0,0
17675,724120,53634,False,0.0008578335802854246,0,8,7,5,8
15215,1330951,3084742,False,0.0,0,0,0,0,0
19139,2639405,1520770,False,0.0011933174224343676,0,0,1,1,0
2033,4292513,2608633,True,0.015352197471402769,0,0,49,49,0
426,1020668,630623,True,0.0024906600249066002,0,0,2,2,0
5479,4113103,4369750,True,0.0,0,0,0,0,0
14621,4458811,2916253,False,0.0,0,0,0,0,0
14349,3560972,3554524,False,0.005142710208279763,0,0,10,17,0
18764,3129979,2776192,False,8.438604929833e-06,0,1,0,0,0
12786,267534,1589681,False,0.0,0,0,0,0,0
18975,1238880,3459691,False,0.005154639175257732,0,0,10,0,0
15994,525622,3040031,False,0.004796163069544364,0,0,4,4,0
14108,4726295,2651652,False,0.0018587360594795538,0,1,2,2,0
19082,309574,1718830,False,0.05803571428571429,0,0,37,15,0
1563,2722351,623359,True,0.0010626992561105207,0,0,1,1,0
5950,1684188,4707391,True,0.006928406466512702,0,3,6,7,0
1662,1789289,4107757,True,0.015128593040847202,0,0,58,50,0
4869,4630465,1231032,True,0.008333333333333333,0,0,1,1,0
4479,581451,1244123,True,0.0036496350364963502,0,0,1,1,0
19431,1544875,2136038,False,0.0005252100840336134,0,1,1,1,1
6376,1804699,3681187,True,0.015337423312883436,0,0,5,4,0
17250,2453453,2536076,False,0.0,0,0,0,0,0
12002,4180582,867188,False,0.0,0,0,0,0,0
903,1176840,1228736,True,0.008695652173913044,0,1,35,4,3
13427,2025481,3616035,False,0.006878480183426138,0,0,19,21,0
3325,1919065,1745201,True,0.11764705882352941,0,0,3,4,0
7057,3394324,1799896,True,0.0,0,0,0,0,0
4618,4080369,716583,True,0.02564102564102564,0,0,10,5,0
17305,130894,3958327,False,0.0,0,0,0,0,0
3873,521552,2946694,True,0.0,0,0,0,0,0
14770,2066854,689249,False,0.0,0,0,0,0,0
7894,1485661,3278677,True,0.05246913580246913,0,0,17,0,0
2777,1805210,3649026,True,0.10996563573883161,1,64,36,34,23
9391,2810556,600005,True,0.0030136752622750406,0,0,105,106,0
4628,3884589,2455835,True,0.007058823529411765,0,0,3,1,0
8836,513657,1209601,True,0.0,0,0,0,0,0
968,2577596,912650,True,0.0,0,0,0,0,0
13773,541661,2232532,False,0.0,0,0,0,0,0
6584,1295605,3835413,True,0.00663544106167057,1,49,17,15,17
12745,2672744,4316693,False,0.0,0,0,0,0,0
17708,2220186,1853378,False,0.0,0,0,0,0,0
14205,2773309,1638122,False,0.010734619965088014,0,654,95,124,101
11628,2583613,3305021,False,0.0,0,0,0,0,0
6187,4392278,1587481,True,0.0,0,0,0,0,0
4230,4708030,2915345,True,0.057663125948406675,1,76,12,10,4
2859,2684994,44895,True,0.038461538461538464,0,0,9,8,0
12938,403814,4394409,False,0.0,0,0,1,0,0
15952,1519206,4314283,False,0.0,0,0,0,0,0
10948,2519531,339035,False,0.0,0,0,0,0,0
12207,3732480,3673171,False,0.0017064846416382253,0,0,1,1,0
10992,1153580,44172,False,0.0,0,0,0,0,0
5636,3978638,1696837,True,0.0005522192310347208,0,5,6,3,5
7856,688693,2166334,True,0.0645933014354067,0,0,26,16,0
10157,4642764,2448739,False,0.013888888888888888,0,0,5,5,0
6910,3479537,2980948,True,0.013761467889908258,0,0,3,0,0
5266,311459,25735,True,0.022632794457274827,0,0,46,48,0
6855,2183959,2464404,True,0.013157894736842105,0,2,1,1,0
1139,1287387,3792629,True,0.008034279592929834,1,12,5,2,5
798,1263925,1799182,True,0.04573804573804574,1,37,26,26,29
14748,3014991,2514925,False,0.0,0,0,0,0,0
19159,1565517,1572709,False,0.0,0,0,0,0,0
7273,2252754,1388318,True,0.030114226375908618,0,0,24,23,0
10440,2511256,323122,False,0.0,0,0,0,0,0
17927,2888618,3731204,False,0.0,0,0,0,0,0
14505,631495,2935469,False,0.0,0,0,0,0,0
450,2867097,3777776,True,0.004143646408839779,0,0,8,8,0
9703,1857242,2960617,True,0.021683673469387755,0,0,15,13,0
11897,183960,1911912,False,0.0,0,0,0,0,0
19898,4208957,220397,False,0.0014012143858010276,0,0,4,12,0
11604,275090,1045839,False,0.0,0,0,0,0,0
5918,4235225,3987847,True,0.008115419296663661,0,0,9,9,0
15839,3703730,943556,False,0.0,0,0,0,0,0
6769,1553951,486275,True,0.010638297872340425,0,0,1,1,0
1585,1296659,1729636,True,0.001996007984031936,0,0,1,0,0
11380,2861875,343075,False,0.003472222222222222,0,0,1,1,0
6841,4168947,527595,True,0.117096018735363,1,46,58,45,43
17580,4057629,31972,False,0.0,0,0,0,0,0
6200,2676265,4188191,True,0.037914691943127965,0,0,45,45,0
16885,2673660,4470037,False,0.0074211502782931356,0,0,4,2,0
7538,1269257,1712982,True,0.0037735849056603774,0,0,3,3,0
8978,3887037,2802006,True,0.0038684719535783366,0,0,19,20,0
16865,4181727,433340,False,0.0,0,0,0,0,0
8504,455284,2659298,True,0.13333333333333333,0,0,5,6,0
14959,677395,3835319,False,0.0,0,0,0,0,0
15694,2343884,2747738,False,0.0,0,0,0,0,0
1297,2205337,357665,True,0.023255813953488372,0,0,1,0,0
733,1339526,3442747,True,0.006260019848843423,0,0,75,81,0
17452,4785456,4300804,False,0.0,0,0,0,0,0
7660,4846084,2769515,True,0.03691813804173355,1,42,123,6,14
17999,2268409,912016,False,0.001851205966785609,0,25,48,7,50
13470,1865522,3454801,False,0.0,0,0,0,0,0
11957,4386030,46347,False,0.0016025641025641025,0,2,1,1,2
5105,2459974,4493636,True,0.0034965034965034965,0,0,1,1,0
19846,2518054,757934,False,0.002461033634126333,0,0,3,2,0
9413,4687539,2195653,True,0.0030804774740084712,1,5,22,1,29
19271,866655,882151,False,0.0,0,0,0,0,0
12641,2670423,3172052,False,0.0,0,0,0,0,0
6513,334401,448823,True,0.0,1,0,0,0,0
6373,91713,72080,True,0.01020408163265306,0,0,2,1,0
12485,632981,687811,False,0.0,0,0,0,0,0
18597,3935581,3399369,False,0.0,0,0,0,0,0
17966,1735883,3423954,False,0.0003598416696653472,0,0,0,1,0
202,1461200,3015876,True,0.03239202657807309,0,0,33,28,0
10720,3065239,1744923,False,0.0,0,0,0,0,0
10442,1145858,4862401,False,0.008323424494649227,0,7,5,5,2
8591,1032551,3033115,True,0.010043942247332079,0,0,12,14,0
12036,3799361,16462,False,0.0024390243902439024,0,0,0,1,0
17266,438321,3136840,False,0.008547008547008548,0,4,1,3,1
4002,3916439,3086245,True,0.0031031807602792862,0,0,3,3,0
17493,1622385,2732045,False,0.0,0,0,0,0,0
5720,4294235,1024777,True,0.075,0,12,12,13,9
6097,2905236,2724393,True,0.0049261083743842365,0,0,3,3,0
5819,3398643,1657597,True,0.001034126163391934,0,0,0,1,0
18496,1100110,1498780,False,0.0,0,0,0,0,0
19882,603716,853478,False,0.0,0,0,0,0,0
12455,1858981,3782955,False,0.0,0,0,0,0,0
9725,4046265,3082643,True,0.01646090534979424,0,0,4,1,0
6591,2636378,2031128,True,0.0,0,0,0,0,0
12733,941215,383415,False,0.0,0,0,0,0,0
10318,2100170,4515275,False,0.0,0,0,0,0,0
8478,1920244,304937,True,0.013029315960912053,0,0,7,6,0
9354,1903676,2712094,True,0.007434944237918215,0,0,6,5,0
18296,2574465,2207325,False,0.0,0,0,0,0,0
18266,2347560,3996836,False,0.0,0,0,1,0,0
8307,4796512,2923593,True,0.0,0,0,0,0,0
11565,4279257,32517,False,0.00043821209465381246,0,1,0,0,0
2736,494276,2515189,True,0.007142857142857143,0,0,3,2,0
12848,3092956,1529327,False,0.0,0,0,0,1,0
14055,2452515,705473,False,0.006993006993006993,0,0,5,1,0
19035,4186197,3876434,False,0.0008213552361396304,0,2,0,0,1
14444,1325436,452346,False,0.008620689655172414,0,0,1,1,0
1910,1816961,341041,True,0.0,0,0,0,0,0
19942,3622805,4412477,False,0.0,0,0,0,0,0
9868,3685280,972475,True,0.0,0,0,0,0,0
16308,3234446,4720208,False,0.0007782101167315176,0,2,2,2,2
19904,2722020,4683388,False,0.0,0,0,0,0,0
2590,700167,3181727,True,0.005813953488372093,0,0,4,4,0
11863,2010283,496085,False,0.0091324200913242,0,0,1,1,0
5627,1407333,4489237,True,0.0030737704918032786,0,11,11,5,3
11042,3561634,2523136,False,0.0,0,0,0,0,0
1567,2888384,4682096,True,0.002840909090909091,0,0,0,1,0
19600,3238797,3082639,False,0.0,0,0,0,0,0
7152,910798,823677,True,0.15555555555555556,0,0,7,2,0
13167,839505,737952,False,0.0,0,0,0,0,0
3811,3345046,3698329,True,0.0004900039200313603,0,0,5,3,0
1931,2514684,4269548,True,0.0,0,0,0,0,0
10362,4238620,3476244,False,0.003682272488164124,0,0,7,7,0
18346,2938765,1374960,False,0.0,0,0,0,0,0
11867,3424702,3031589,False,0.006696428571428571,0,0,3,1,0
12861,3842724,194694,False,0.0,0,0,0,0,0
17979,233391,3134085,False,0.0,0,0,0,0,0
4884,3066091,1774933,True,0.014634146341463415,0,0,6,4,0
11170,553774,347903,False,0.003124349093938763,0,0,29,29,0
5624,1095970,2452484,True,0.018518518518518517,1,2,0,0,0
2208,1825115,2235586,True,0.05555555555555555,0,0,4,4,0
4386,900121,1090447,True,0.0067741935483870966,0,0,40,40,0
7479,796367,4222295,True,0.0003008197337745356,0,0,3,4,0
10383,2124659,1500708,False,0.0,0,0,0,0,0
9470,4794114,2542573,True,0.0,0,0,0,0,0
6139,303310,2815244,True,0.027888446215139442,0,0,6,2,0
9661,4815111,878944,True,0.005917159763313609,0,0,2,1,0
715,4265826,1838574,True,0.18064516129032257,1,46,44,36,43
19249,4094500,811103,False,0.04740406320541761,0,63,6,25,1
19977,3375624,2294543,False,0.0,0,0,0,1,0
12355,2274804,4293528,False,0.0,0,0,0,0,0
445,1628878,1078925,True,0.05791505791505792,0,0,15,15,0
17469,3650803,2949571,False,0.00425531914893617,0,0,3,0,0
2386,4760492,3493936,True,0.0,0,0,0,0,0
15765,2825828,1838853,False,0.0,0,0,0,0,0
8300,768930,1061920,True,0.0,0,0,0,0,0
12877,2413519,4646013,False,0.02252252252252252,0,0,5,3,0
11632,3616989,1914476,False,0.0,0,0,0,0,0
10334,1038160,2889850,False,0.0032679738562091504,0,0,0,1,0
14827,66030,1025919,False,0.0,0,0,0,0,0
1301,3732370,245015,True,0.011881188118811881,1,5,1,2,1
15084,2437946,1476785,False,0.0,0,0,0,0,0
9310,3305907,2905983,True,0.0,0,0,0,0,0
8394,4338103,4178656,True,0.06111111111111111,1,21,42,4,6
17444,2228401,70251,False,0.0,0,0,0,0,0
18012,1552739,3584365,False,0.0,0,0,0,0,0
7202,1764694,377333,True,0.01445466491458607,0,0,11,4,0
13349,2202544,2981640,False,0.0,0,0,0,0,0
6779,4528745,221443,True,0.056265984654731455,1,42,21,20,23
15399,3051460,1394808,False,0.0,0,0,0,0,0
15951,4307341,1660431,False,0.0,0,0,0,1,0
17815,3404692,3122089,False,0.00909090909090909,0,0,1,2,0
15163,4730476,3352213,False,0.0017035775127768314,0,0,2,0,0
10052,3135571,1614685,False,0.0,0,0,0,0,0
8944,2454854,4670949,True,0.01907356948228883,1,5,8,6,5
2364,951929,3852631,True,0.03826530612244898,1,13,39,14,11
14028,3871942,1813311,False,0.0011123470522803114,0,1,1,1,1
8315,4834515,3982495,True,0.07926829268292683,0,13,7,15,1
8491,4046121,2844301,True,0.0018115942028985507,0,0,1,1,0
5331,4312824,2256042,True,0.00030807147258163895,0,0,0,1,0
14118,742740,3704602,False,0.0016474464579901153,0,0,0,1,0
6575,1772905,4098923,True,0.11518324607329843,1,22,3,3,2
3107,4040310,468684,True,0.006060606060606061,0,0,3,5,0
14085,3140260,4219994,False,0.0,0,0,0,0,0
299,626998,2808927,True,0.014725568942436412,0,11,2,6,1
16199,2131627,3799485,False,0.0,0,0,0,0,0
6886,2908981,3256720,True,0.0,0,0,0,0,0
2070,1641756,4037302,True,0.031026252983293555,1,7,13,4,7
395,173252,1726823,True,0.023529411764705882,0,0,2,2,0
12016,1502161,3703087,False,0.0,0,0,0,0,0
17333,746713,1774932,False,0.0,0,0,0,0,0
2113,2071797,1036131,True,0.003835091083413231,0,0,4,2,0
2888,4199249,4601159,True,0.0,0,0,0,0,0
2234,214035,4113311,True,0.011363636363636364,0,0,0,1,0
13676,94909,1422602,False,0.0,0,0,0,0,0
5568,560693,3241424,True,0.02267739575713241,0,0,30,31,0
3245,1642604,2203352,True,0.0,0,0,0,0,0
12599,2251224,2094583,False,0.0,0,0,0,0,0
10725,3705132,1933455,False,0.0,0,0,0,0,0
16795,2304359,4756134,False,0.0,0,0,0,0,0
17398,4580226,1228736,False,0.0011792452830188679,0,2,26,40,0
10343,4196302,4105834,False,0.0,0,0,0,0,0
3425,2264477,4308357,True,0.05542168674698795,0,23,0,2,0
13820,4797294,3422252,False,0.0,0,0,0,0,0
10346,1881600,2728427,False,0.0,0,0,0,0,0
1889,4667139,929290,True,0.005687693898655636,1,6,7,2,9
11014,90348,2160941,False,0.019498607242339833,0,0,7,6,0
18522,1789514,4636019,False,0.0,0,0,0,0,0
14212,4524949,4358940,False,0.0017730496453900709,0,0,1,0,0
2093,2383559,4586866,True,0.0006129032258064516,0,19,1,5,2
6398,2270060,4386008,True,0.0048638132295719845,0,0,10,9,0
2054,3313632,2468125,True,0.06470588235294118,0,0,21,17,0
11359,2813747,971375,False,0.0,0,0,0,0,0
12366,1651341,428997,False,0.008356545961002786,0,3,2,2,2
286,1733340,1080635,True,0.0,0,0,0,0,0
17644,1972341,2634334,False,0.0,0,0,0,0,0
19424,2137219,3510767,False,0.0,0,0,0,0,0
15154,3720600,2833751,False,0.00010151253679829459,0,1,0,0,0
12593,4601068,2239795,False,0.0,0,0,0,0,0
10577,1729314,2152281,False,0.0,0,0,0,0,0
5438,2316349,2842619,True,0.012539184952978056,0,4,2,31,0
17961,1583044,854616,False,0.0,0,0,0,0,0
14422,3961117,4442628,False,0.004098360655737705,0,2,0,2,0
18868,3094977,470806,False,0.0,0,0,0,0,0
5352,256092,890178,True,0.02631578947368421,0,0,4,4,0
11731,2998332,3323227,False,0.0,0,0,0,0,0
11325,2060203,4201547,False,0.0,0,0,0,0,0
6579,3935600,4788041,True,0.025245441795231416,0,0,18,15,0
4180,4613064,1367135,True,0.008174386920980926,0,0,3,3,0
13762,394828,3061931,False,0.0,0,0,0,0,0
4170,1587251,3527445,True,0.02462121212121212,0,0,12,13,0
13203,3787974,3778382,False,0.0058823529411764705,0,0,1,0,1
8072,3972218,1796497,True,0.10833333333333334,1,6,11,6,12
3129,204935,4023576,True,0.010416666666666666,0,0,1,1,0
9643,475362,1489387,True,0.061224489795918366,0,0,3,3,0
11647,492262,64567,False,0.0,0,0,0,0,0
11893,4256721,1139571,False,0.0,0,0,0,0,0
12443,865410,4866258,False,0.0,0,0,0,0,0
2237,1361200,1980290,True,0.0,1,0,0,0,0
18733,916282,4516657,False,0.0,0,0,0,0,0
8312,2171582,2879781,True,0.0003961965134706815,0,0,4,4,0
9810,1738795,4367341,True,0.0,0,0,0,0,0
9314,2037181,413826,True,0.024311183144246355,0,0,7,11,0
297,1183417,2651349,True,0.038135593220338986,0,0,17,16,0
10530,1484675,2668134,False,0.0,0,0,0,0,0
75,4390465,1398864,True,0.0006909604350046564,0,0,23,22,0
4598,358669,1060606,True,0.003675119441381845,0,26,4,2,5
2497,707812,2122563,True,0.0021551724137931034,0,0,1,1,0
2494,3250100,4096372,True,0.003952569169960474,0,0,1,0,0
16702,3214714,580533,False,0.0,0,0,0,0,0
19912,3884589,2403012,False,0.002061855670103093,0,0,1,0,0
5919,748396,2479140,True,0.0,0,0,0,0,0
19925,2676123,401801,False,0.0,0,0,0,0,0
19153,3691038,2027836,False,0.0,0,0,0,0,0
5058,4310710,4100090,True,0.04433833560709413,1,20,72,17,59
18428,4659568,1129421,False,0.0,0,0,0,0,0
1310,4206095,3037159,True,0.06493506493506493,0,10,21,13,6
2316,470023,114057,True,0.007633587786259542,0,0,1,1,0
1238,2391991,4794574,True,0.0,0,0,0,0,0
1320,3562218,4503855,True,0.02074688796680498,0,8,7,7,7
17425,3596926,2761993,False,0.0006005204510575832,0,0,9,9,0
9461,1739201,284415,True,0.0,0,0,0,0,0
9463,2246446,1985343,True,0.0061162079510703364,0,0,1,1,0
15011,2403296,3001633,False,0.0,0,0,0,0,0
18035,2335133,2808897,False,0.0034071550255536627,0,0,1,2,0
16314,2145920,4811995,False,0.0,0,0,0,0,0
6497,1771571,655980,True,0.0,0,0,0,0,0
8369,3194832,1776627,True,0.0,0,0,0,0,0
1608,2043561,453683,True,0.0,0,0,0,0,0
4275,3369010,2279557,True,0.0023501762632197414,0,0,2,0,0
15579,2551451,932566,False,0.0,0,0,0,0,0
3301,4056964,2674494,True,0.043478260869565216,0,0,1,1,0
17381,2161079,2589511,False,0.0,0,0,0,0,0
4837,3181197,3719463,True,0.014285714285714285,0,0,1,1,0
16173,3046567,2503408,False,0.0,0,0,0,0,0
5135,3213568,2692675,True,0.00749063670411985,0,0,2,2,0
11309,2217750,2461340,False,0.0,0,0,0,0,0
14368,2875530,1320102,False,0.0,0,0,0,0,0
7788,2261861,3441427,True,0.0,0,0,0,0,0
19402,1389619,4503060,False,0.00025826446280991736,0,1,0,0,0
4875,2499291,3885734,True,0.0,0,0,0,0,0
6588,435986,1429183,True,0.019801980198019802,1,2,1,0,0
18461,4405136,2190940,False,0.0,0,0,0,0,0
16076,2897634,4719242,False,0.0018484288354898336,0,0,1,0,0
13866,1243607,1227304,False,0.006329113924050633,0,0,2,0,0
4043,3812024,1324992,True,0.0004758192696680401,1,45,5,3,6
12119,2556218,4397115,False,0.0004250797024442083,0,2,1,1,1
7696,4816163,3412017,True,0.05263157894736842,0,0,1,0,0
5680,2338701,1242327,True,0.007095793208312215,0,0,2,14,0
1960,1641756,2740141,True,0.0003721492783792899,1,17,28,13,23
9094,349344,2483623,True,0.0,0,0,0,0,0
2988,1071241,1921049,True,0.0,0,0,0,0,0
2036,2129470,1352956,True,0.0,0,0,0,0,0
13472,3078813,3789735,False,0.0,0,0,0,0,0
4633,4408088,399598,True,0.0022118136872235233,0,0,16,17,0
16482,853173,4205779,False,0.0,0,0,0,0,0
11374,4308357,401388,False,0.0,0,0,0,0,0
7329,3287798,3110019,True,0.017241379310344827,0,0,1,2,0
19577,1308257,1510677,False,0.009345794392523364,0,0,2,0,0
6653,914590,3577874,True,0.002881844380403458,0,0,1,1,0
11439,4458106,3481717,False,0.0,0,0,0,0,0
5639,1710360,3913432,True,0.022988505747126436,0,0,4,0,0
18654,5356,1377270,False,0.0,0,0,0,0,0
13008,3908953,3635659,False,0.0,0,0,0,0,0
7766,190700,1354240,True,0.0,0,0,0,0,0
8334,1289851,1335243,True,0.03333333333333333,0,0,1,1,0
8381,2809592,2934196,True,0.012422360248447204,1,56,49,45,51
7313,1354232,3972289,True,0.0,0,0,0,0,0
17145,4405928,4683676,False,0.0013117621337997377,0,0,0,0,3
14681,812688,1461316,False,0.0,0,0,0,0,0
9289,3404791,2711789,True,0.03225806451612903,0,0,2,0,0
19484,2500295,399063,False,0.006334125098970704,0,0,7,3,0
7785,1760878,1887503,True,0.0,0,0,0,0,0
3405,145644,849122,True,0.0,0,0,0,0,0
15474,2963929,919228,False,0.0,0,0,0,0,0
3317,1524507,3596926,True,0.004744958481613286,1,70,8,12,7
5734,143500,2256890,True,0.009174311926605505,0,0,2,2,0
1305,1216060,63990,True,0.006741573033707865,0,0,3,3,0
3430,4462825,1016303,True,0.004728132387706856,0,0,3,3,0
6619,71051,2476952,True,0.02142857142857143,0,0,1,2,0
7964,2203478,363043,True,0.020958083832335328,0,0,13,12,0
9585,3964030,1122560,True,0.0008951215873489483,1,7,97,1,36
2504,4517614,4713245,True,0.0,0,0,0,0,0
18983,318109,601449,False,0.0,0,0,0,0,0
15188,103916,3329020,False,0.00823045267489712,0,0,2,2,0
14223,3852135,4408619,False,0.0,0,0,0,0,0
11281,3630404,3669412,False,0.0,0,0,0,0,0
8129,1229102,879129,True,0.0,0,0,0,0,0
8666,2791353,1685654,True,0.11267605633802817,0,0,30,11,0
11003,2982904,4767031,False,0.0,0,0,0,0,0
18591,1641691,4666600,False,0.0,0,0,0,0,0
12852,624193,458276,False,0.0,0,0,0,0,0
7575,1305670,3351206,True,0.02069857697283312,0,0,14,5,0
19967,3661944,4545180,False,0.005952380952380952,0,0,1,0,0
19805,809929,825984,False,0.0,0,0,0,0,0
11445,3051327,2216127,False,0.0,0,0,0,0,0
6410,3800680,3128447,True,0.0,0,0,4,6,0
1877,2299588,4531541,True,0.0001431229426077,0,0,2,2,0
342,3983385,2890845,True,0.1062992125984252,1,54,21,22,24
435,3284422,3519197,True,0.018421052631578946,0,0,12,10,0
17432,3449952,2452210,False,0.0,0,0,0,0,0
3700,4044850,4438275,True,0.015184381778741865,0,0,61,61,0
14510,4172194,2099526,False,0.0,0,0,0,0,0
15225,3667019,1936956,False,0.0,0,0,0,0,0
18390,3126078,4626516,False,0.004651162790697674,0,0,2,2,0
1602,4766055,2194084,True,0.02185792349726776,0,4,3,6,0
18720,130440,4751012,False,0.0,0,0,1,0,0
6756,3768583,3679921,True,0.004329004329004329,0,0,1,1,0
4178,1912593,2326042,True,0.005842259006815969,1,4,2,1,2
8265,2640972,2513340,True,0.00881057268722467,0,0,0,2,0
4916,1931875,3826270,True,0.0,0,0,0,0,0
7453,4046265,1632217,True,0.04205607476635514,0,0,9,5,0
17267,4825347,4007276,False,0.0033783783783783786,0,0,3,2,1
15982,3825585,1130435,False,0.0,0,0,0,0,0
19392,1139129,4711152,False,0.0,0,0,0,0,0
19721,583730,4383528,False,0.0017985611510791368,0,0,1,3,0
18969,3751498,4225280,False,0.0021598272138228943,0,0,0,1,0
6740,3303167,1129925,True,0.0,0,0,0,0,0
14082,3364797,3686219,False,0.012987012987012988,0,0,2,1,0
14373,1311771,58388,False,0.0,0,0,0,0,0
11299,2243013,2441650,False,0.0,0,0,0,0,0
2538,3503651,2445461,True,0.002544529262086514,0,0,2,2,0
14626,4833135,2880527,False,0.0,0,0,0,0,0
34,358430,1744112,True,0.0,0,0,0,0,0
16766,3767879,654550,False,0.0,0,0,0,0,0
2604,2270398,4052833,True,0.006896551724137931,0,0,1,2,0
18386,893684,3309416,False,0.0,0,0,0,0,0
10435,4803959,1279869,False,0.0019267822736030828,0,0,5,4,0
18498,3527515,4557116,False,0.0,0,0,0,0,0
2915,2686174,2802251,True,0.0,0,0,0,0,0
12946,4725139,4093525,False,0.0,0,0,0,0,0
4709,1676054,4751012,True,0.0,0,0,9,6,0
17948,4622298,161875,False,0.003401360544217687,0,0,0,1,0
8825,1452253,1019698,True,0.033707865168539325,0,6,4,5,4
6613,160818,3159839,True,0.0,0,0,0,0,0
14860,895728,4586866,False,0.0019502525736939701,0,44,39,31,33
5871,4756763,2684870,True,0.0,0,0,4,5,0
3857,2281380,330553,True,0.0,0,0,0,0,0
3240,4165681,2057832,True,0.288,1,25,71,22,71
5984,1681305,2135899,True,0.021764032073310423,1,28,67,19,67
6764,4838538,1956105,True,0.002512562814070352,0,0,1,0,0
1274,1817604,520390,True,0.0070921985815602835,0,0,4,0,0
13438,2766747,1853859,False,0.0,0,0,0,0,0
17688,1381254,3496656,False,0.0,0,0,0,0,0
2123,4702026,4575025,True,0.006802721088435374,0,0,1,2,0
10445,4522085,2237222,False,0.0,0,0,2,4,0
19708,253794,444226,False,0.0,0,0,0,0,0
13803,2319421,2632884,False,0.0,0,0,0,0,0
4523,1241670,1767628,True,0.001113818308388444,0,0,16,16,0
16588,2039364,350460,False,0.009566326530612245,0,0,14,15,0
17537,3583383,1086605,False,0.013020833333333334,0,5,4,21,0
17133,699366,3142376,False,0.0,0,0,0,0,0
4333,3001227,3982191,True,0.022099447513812154,0,0,4,3,0
15371,4501081,399565,False,0.0,0,0,0,0,0
423,3367608,1273091,True,0.0,0,0,0,0,0
